iter	Logloss
261	0.3587549395
262	0.3585702575
263	0.3582955061
264	0.3579084538
265	0.3574966071
266	0.3573292239
267	0.3570369342
268	0.3567545452
269	0.3564666166
270	0.356327301
271	0.3561370392
272	0.3559404967
273	0.3555889277
274	0.3554639866
275	0.3554205106
276	0.3552982376
277	0.3551818512
278	0.3548074041
279	0.3545858593
280	0.3543803503
281	0.3541185863
282	0.3539010536
283	0.3537805512
284	0.3536355705
285	0.3535115579
286	0.3533366203
287	0.3531421051
288	0.3529885137
289	0.352958752
290	0.3527201805
291	0.3525636264
292	0.3523672838
293	0.3521598674
294	0.3519560063
295	0.351762221
296	0.3514569611
297	0.35125722
298	0.3511770721
299	0.3509576931
300	0.3508536287
301	0.3506865061
302	0.3505298813
303	0.350333264
304	0.3502183282
305	0.3501775758
306	0.3498798663
307	0.3497420073
308	0.3495899952
309	0.3494728232
310	0.3491141287
311	0.3489378128
312	0.3488250202
313	0.3486692246
314	0.3485488462
315	0.3483944665
316	0.3481368281
317	0.3480264496
318	0.3478341923
319	0.3476561015
320	0.3474371082
321	0.347343029
322	0.3471547179
323	0.3469706716
324	0.3469011267
325	0.346726017
326	0.3466929867
327	0.3465338864
328	0.3462606579
329	0.3460530822
330	0.3460284624
331	0.3458939247
332	0.3458629164
333	0.3457049142
334	0.3455856085
335	0.3454089551
336	0.3453539272
337	0.3451363994
338	0.3449830087
339	0.3448078541
340	0.3446843011
341	0.344534464
342	0.3443645355
343	0.3441276805
344	0.3439614803
345	0.3437794953
346	0.3437677068
347	0.3435453043
348	0.3433511196
349	0.3433312917
350	0.3431325478
351	0.3429540709
352	0.3427647936
353	0.3424478676
354	0.3422733653
355	0.3421371372
356	0.3420651694
357	0.3420021346
358	0.3418321943
359	0.3415088438
360	0.3413513844
361	0.3412451147
362	0.3410659796
363	0.3409586757
364	0.3408729967
365	0.3407045548
366	0.3404363771
367	0.3403120871
368	0.3401847192
369	0.3400176903
370	0.3398932523
371	0.3397556896
372	0.3395945685
373	0.3393367738
374	0.3392045292
375	0.3391121285
376	0.3388477829
377	0.3385153353
378	0.3383424143
379	0.3381718688
380	0.338044371
381	0.3379539856
382	0.3378915783
383	0.3378170784
384	0.3377113646
385	0.3375227683
386	0.3374192254
387	0.3373339644
388	0.3373287113
389	0.3372394042
390	0.3370871019
391	0.3368632488
392	0.3367272097
393	0.3365354207
394	0.3363767722
395	0.3362560071
396	0.3361683581
397	0.3361328736
398	0.3360274513
399	0.3357502236
400	0.3355643028
401	0.3353617686
402	0.3352672013
403	0.3350962004
404	0.3348373853
405	0.334722834
406	0.3345321838
407	0.3342183632
408	0.3340775931
409	0.3338948334
410	0.3337276459
411	0.3335872085
412	0.3335398175
413	0.3333392618
414	0.3332850379
415	0.3329301911
416	0.3329015145
417	0.3327887773
418	0.3325640793
419	0.3323876394
420	0.3323246061
421	0.332218745
422	0.3321224862
423	0.3320272849
424	0.3318546464
425	0.3316691341
426	0.3315652686
427	0.3312626965
428	0.3310939807
429	0.3310713066
430	0.3309504414
431	0.3308132399
432	0.3307267428
433	0.3306195925
434	0.3304947632
435	0.3303248591
436	0.3302155378
437	0.3301142269
438	0.3299280978
439	0.3297227388
440	0.3296166658
441	0.3296005564
442	0.329483217
443	0.3293436308
444	0.3290546959
445	0.3289884104
446	0.3288116244
447	0.3286852055
448	0.3286167854
449	0.3285023112
450	0.3284404864
451	0.328379445
452	0.3282362515
453	0.327975989
454	0.3277739926
455	0.3275986985
456	0.3274736537
457	0.3273882595
458	0.3272240805
459	0.3270552879
460	0.3269079148
461	0.3268394339
462	0.3267660074
463	0.3266634483
464	0.3264942952
465	0.3263305906
466	0.3261414267
467	0.3259095064
468	0.3257757958
469	0.3256265724
470	0.3254924243
471	0.3254034432
472	0.3250978584
473	0.3248097955
474	0.3247007412
475	0.3246036692
476	0.3245215529
477	0.3243348476
478	0.3242454426
479	0.3240789278
480	0.323934961
481	0.3238508636
482	0.323792105
483	0.3235936423
484	0.3235352655
485	0.3233963909
486	0.3233792358
487	0.3233208278
488	0.3231449024
489	0.3229946431
490	0.3227839941
491	0.3226539121
492	0.3225231441
493	0.3224178145
494	0.3223180331
495	0.3223144888
496	0.3220548162
497	0.3219814043
498	0.3219190838
499	0.3217787024
500	0.3216468224
501	0.3215413086
502	0.3213731243
503	0.3212479051
504	0.3211659381
505	0.3210967091
506	0.3209903713
507	0.3208845009
508	0.3207762806
509	0.320694167
510	0.3205058329
511	0.3205006203
512	0.3203758659
513	0.320258078
514	0.3201153086
515	0.319970277
516	0.3197310408
517	0.3196723006
518	0.3195854814
519	0.3195094495
520	0.3193359322
521	0.319250726
522	0.3190827156
523	0.3190291265
524	0.3188495677
525	0.3187009626
526	0.3186338899
527	0.31847853
528	0.3184069296
529	0.3182679461
530	0.3180173331
531	0.3179581603
532	0.317868001
533	0.3176891066
534	0.31747011
535	0.3172773592
536	0.3171572772
537	0.3170146419
538	0.3168460274
539	0.316770332
540	0.3166656879
541	0.3164899587
542	0.3162858762
543	0.316185955
544	0.3160891109
545	0.315950479
546	0.3158039133
547	0.315613165
548	0.3155337294
549	0.3154488521
550	0.3154126606
551	0.31525731
552	0.3150788507
553	0.3150484499
554	0.3149786868
555	0.3149303529
556	0.3147083478
557	0.314563029
558	0.3144885472
559	0.314328307
560	0.314218446
561	0.3141436269
562	0.3140418781
563	0.313863094
564	0.3138029834
565	0.3135601045
566	0.3135131513
567	0.3134448467
568	0.3134443611
569	0.3133018916
570	0.3130314353
571	0.3129584089
572	0.3128876047
573	0.3128255275
574	0.3127245077
575	0.312519122
576	0.3124479598
577	0.3123374507
578	0.3122454207
579	0.312150157
580	0.3120195714
581	0.3119440407
582	0.3116981907
583	0.3115480126
584	0.3114809496
585	0.3114085003
586	0.3112843214
587	0.3111711066
588	0.311115485
589	0.3111032208
590	0.3109987172
591	0.3108233759
592	0.3106264972
593	0.3105452951
594	0.310386644
595	0.3101951397
596	0.3100526697
597	0.3098878614
598	0.3098418477
599	0.30974499
600	0.309604687
601	0.3095330688
602	0.309487639
603	0.3093691441
604	0.3090864122
605	0.3090680559
606	0.3088813584
607	0.3086547299
608	0.308554636
609	0.3084389398
610	0.3082646119
611	0.3082172425
612	0.3079936301
613	0.307950098
614	0.3078078533
615	0.3077592194
616	0.3076270192
617	0.3075164107
618	0.3074142882
619	0.3073175007
620	0.3071850599
621	0.3069826488
622	0.3069267439
623	0.3068530726
624	0.3067195166
625	0.3066607082
626	0.3064536408
627	0.3063537576
628	0.3062006721
629	0.3060980987
630	0.3060509601
631	0.3060052583
632	0.3059085045
633	0.3057410174
634	0.3055871795
635	0.3054052786
636	0.3053237475
637	0.3051445374
638	0.3050265646
639	0.3048498794
640	0.3046141961
641	0.3045529665
642	0.3044551144
643	0.3043476209
644	0.3041097118
645	0.3039919052
646	0.3038753034
647	0.3037664836
648	0.3036704014
649	0.3035973288
650	0.3034916456
651	0.303327678
652	0.303162815
653	0.3030965114
654	0.3030113629
655	0.3027990305
656	0.302735368
657	0.3027262587
658	0.3026634537
659	0.302520225
660	0.3024209765
661	0.3023145526
662	0.3022196578
663	0.3021170849
664	0.3019862501
665	0.3017968557
666	0.301751518
667	0.301704243
668	0.3015929984
669	0.301568863
670	0.3014189571
671	0.3013160611
672	0.3013099702
673	0.3012089935
674	0.3010894703
675	0.3009569208
676	0.3008470612
677	0.3007720655
678	0.3006958724
679	0.300503242
680	0.3003014856
681	0.3001727978
682	0.300060613
683	0.2999354722
684	0.2998800062
685	0.2998073503
686	0.2996278514
687	0.2993726061
688	0.2992959417
689	0.2991407638
690	0.2989951204
691	0.2988375271
692	0.298692022
693	0.2985981937
694	0.2984861643
695	0.2984203948
696	0.2981779677
697	0.2980837874
698	0.2978456114
699	0.2976243246
700	0.2974910827
701	0.2973677409
702	0.297131618
703	0.2968762221
704	0.2968485371
705	0.2967821951
706	0.2966814681
707	0.2965566895
708	0.2964633877
709	0.2963534286
710	0.2962960974
711	0.2962025472
712	0.2961248855
713	0.2959588385
714	0.2958054102
715	0.2957390852
716	0.2955942778
717	0.2954630707
718	0.295185408
719	0.295047642
720	0.2950377845
721	0.2949664108
722	0.2948719639
723	0.2948187787
724	0.2946931083
725	0.294600761
726	0.2945350075
727	0.2944604653
728	0.2943733224
729	0.2942745297
730	0.2941505732
731	0.2940891306
732	0.2939812284
733	0.2938961398
734	0.2937931974
735	0.2936202309
736	0.2935603102
737	0.2935172123
738	0.2933425677
739	0.2932969616
740	0.2931609342
741	0.2930437659
742	0.2929658089
743	0.2927653744
744	0.2927220793
745	0.2925213896
746	0.2924796237
747	0.2924446797
748	0.2922767535
749	0.2920932154
750	0.2920503431
751	0.2918848673
752	0.2918115178
753	0.2916122825
754	0.2914816299
755	0.2913029535
756	0.2911566619
757	0.2910762479
758	0.2910029189
759	0.2909165045
760	0.2907768197
761	0.2905659344
762	0.2904696809
763	0.2903168197
764	0.290037447
765	0.2898929445
766	0.2898068141
767	0.2897373466
768	0.2896780424
769	0.2895723051
770	0.289387468
771	0.289356886
772	0.2891899206
773	0.2891298651
774	0.288990709
775	0.2888948281
776	0.2888379326
777	0.2886816127
778	0.288613214
779	0.2885152564
780	0.2883410947
781	0.2882859292
782	0.2881828995
783	0.2880341566
784	0.2879522207
785	0.2878048947
786	0.2877512668
787	0.2876809532
788	0.2876605403
789	0.2875461496
790	0.2874548983
791	0.287408983
792	0.2872395014
793	0.287131232
794	0.2870267908
795	0.2868716719
796	0.286728029
797	0.2867010404
798	0.2865843747
799	0.2862891707
800	0.2862130976
801	0.2860955459
802	0.2859173219
803	0.2857939234
804	0.2856914479
805	0.2854336455
806	0.2853424258
807	0.2852809006
808	0.2851519637
809	0.2850300852
810	0.284964291
811	0.2848486504
812	0.2846644266
813	0.2846557869
814	0.2844749491
815	0.2844309764
816	0.2843674599
817	0.2842972305
818	0.2842370012
819	0.284208582
820	0.2840487355
821	0.2838838962
822	0.2838425762
823	0.2837874458
824	0.2836228307
825	0.2833712251
826	0.2833101923
827	0.2831601503
828	0.2831201464
829	0.283030358
830	0.282936794
831	0.2828548822
832	0.2826661845
833	0.2825783349
834	0.282463861
835	0.2822874114
836	0.2822182739
837	0.2820574025
838	0.281834395
839	0.281694772
840	0.281425909
841	0.2813029329
842	0.2812013746
843	0.2810167074
844	0.28094469
845	0.2809043117
846	0.2807048636
847	0.2806594198
848	0.2806128426
849	0.2804723517
850	0.2802693338
851	0.2801214342
852	0.2799400489
853	0.2798220206
854	0.2797584105
855	0.2797109011
856	0.2795258498
857	0.2794545123
858	0.279366793
859	0.2792914725
860	0.2791597868
861	0.279059029
862	0.2788507027
863	0.2787615381
864	0.2786346879
865	0.2784464713
866	0.2782814008
867	0.2781440706
868	0.2781124328
869	0.2780048678
870	0.2779242685
871	0.2778375765
872	0.2777288155
873	0.2774795971
874	0.2773959079
875	0.2773280899
876	0.2771485051
877	0.2770107103
878	0.2768819458
879	0.2767372635
880	0.276487677
881	0.2763083644
882	0.276168631
883	0.2760613983
884	0.2757396854
885	0.2756536375
886	0.2754874115
887	0.2753175451
888	0.2751971679
889	0.2750813904
890	0.275007072
891	0.2749448946
892	0.2748285282
893	0.2747427635
894	0.2746033428
895	0.2745595199
896	0.2743975604
897	0.2742626441
898	0.2741930702
899	0.2740408011
900	0.2739728891
901	0.2738609945
902	0.2738196524
903	0.273736971
904	0.2736657678
905	0.2735634426
906	0.273364122
907	0.2730584767
908	0.2729169993
909	0.2727898456
910	0.2726656645
911	0.2726062876
912	0.2725686986
913	0.2723636812
914	0.2723188143
915	0.2721570603
916	0.2719797721
917	0.2718986896
918	0.2718365727
919	0.2717978721
920	0.2717131966
921	0.2716507274
922	0.2715842414
923	0.271504417
924	0.2713928094
925	0.2713092017
926	0.2712277275
927	0.2711401906
928	0.2710028868
929	0.2708957939
930	0.2707949907
931	0.2707513929
932	0.2706555246
933	0.2704489068
934	0.2703620911
935	0.2702280056
936	0.2701185267
937	0.2699920892
938	0.269689992
939	0.2695384995
940	0.2694552778
941	0.269289691
942	0.269173903
943	0.2689770381
944	0.2688057271
945	0.2687546783
946	0.2686428731
947	0.2685983814
948	0.2684872348
949	0.2684179825
950	0.2682768419
951	0.2682367048
952	0.2681072019
953	0.2679742043
954	0.2679087563
955	0.2678634295
956	0.2677014703
957	0.2676250818
958	0.2674670956
959	0.2673083211
960	0.2672669815
961	0.2672245776
962	0.2671316711
963	0.2670408324
964	0.2668489803
965	0.2667566617
966	0.2666607697
967	0.2665262409
968	0.2664264748
969	0.2663150954
970	0.2662452168
971	0.2661327852
972	0.2658969107
973	0.2658417271
974	0.2657371955
975	0.2656754221
976	0.2656415468
977	0.2655343743
978	0.2654670091
979	0.2653335218
980	0.2652647569
981	0.2650106837
982	0.264965731
983	0.2648184999
984	0.2647602137
985	0.2645839218
986	0.2645268838
987	0.2644428551
988	0.264338514
989	0.2642457775
990	0.2641359346
991	0.2639480673
992	0.2637763775
993	0.2637092642
994	0.2636533501
995	0.2635284654
996	0.2634649931
997	0.2634115209
998	0.2633192266
999	0.263242713
